16:30:27.072 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 10428 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:52:41.215 [http-nio-80-exec-5] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:41.215] by url:[http://127.0.0.1/management/settings/common] with ip:[127.0.0.1] 
16:52:44.996 [http-nio-80-exec-1] INFO  c.b.c.i.SessionInterceptor - [已登录用户] 
16:52:44.998 [http-nio-80-exec-1] INFO  c.b.config.permission.NBAuthAspect - 请求资源：[http://127.0.0.1/management/settings/update]，验证权限中，需要权限：[management:settings:update]... 
16:52:45.109 [http-nio-80-exec-1] INFO  c.b.config.permission.NBAuthAspect - 验证权限通过，放行... 
16:52:45.256 [http-nio-80-exec-1] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:45.256] by url:[http://127.0.0.1/management/settings/update] with ip:[127.0.0.1] 
16:52:48.834 [http-nio-80-exec-2] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:48.834] by url:[http://127.0.0.1/] with ip:[127.0.0.1] 
16:52:49.047 [http-nio-80-exec-2] INFO  c.blog.config.application.NBSession - update session for id:[2d188ee2-94d2-4edb-aa81-649eea4467cd], at [2019-10-26T16:52:49.046] by url:[http://127.0.0.1/] with ip:[127.0.0.1] 
16:57:15.436 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 7452 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:57:15.439 [restartedMain] INFO  com.blog.NoteBlogV4Application - The following profiles are active: noteblogv4 
16:57:15.560 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@36d91c12: startup date [Sat Oct 26 16:57:15 CST 2019]; root of context hierarchy 
16:57:16.559 [restartedMain] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dao.mapper]' package. Please check your configuration. 
16:57:16.815 [restartedMain] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.blog]' package. Please check your configuration. 
16:57:17.788 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c4da8a06] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
16:57:18.499 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default' 
16:57:18.512 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...] 
16:57:18.574 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.2.17.Final} 
16:57:18.576 [restartedMain] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found 
16:57:18.615 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final} 
16:57:19.245 [restartedMain] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} inited 
16:57:19.792 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect 
16:57:20.030 [restartedMain] WARN  org.hibernate.id.UUIDHexGenerator - HHH000409: Using org.hibernate.id.UUIDHexGenerator which does not generate IETF RFC 4122 compliant UUID values; consider using org.hibernate.id.UUIDGenerator instead 
16:57:22.029 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
16:57:22.411 [restartedMain] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory 
16:57:22.851 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 80 (http) 
16:57:22.874 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
16:57:22.876 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31 
16:57:22.879 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_191\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:\Program Files\JetBrains\IntelliJ IDEA 2018.3\jbr\\bin;D:\Program Files\JetBrains\IntelliJ IDEA 2018.3\jbr\\bin\server;D:\apache-maven-3.6.0\bin;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\Java\jdk1.8.0_191\bin;C:\Program Files\Java\jdk1.8.0_191\jre\bin;E:\apache-maven-3.6.0\bin;D:\node\;D:\node\node_global\;D:\Git\cmd;C:\Program Files\MongoDB\Server\4.0\bin;C:\Users\Administrator\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\Administrator\AppData\Local\Programs\Python\Python37\;D:\Microsoft VS Code\bin;.] 
16:57:23.010 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext 
16:57:23.011 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7451 ms 
16:57:23.241 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/] 
16:57:23.243 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet statViewServlet mapped to [/druid/*] 
16:57:23.248 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*] 
16:57:23.248 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*] 
16:57:23.248 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*] 
16:57:23.248 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*] 
16:57:23.249 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*] 
16:57:24.299 [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
16:57:24.916 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@36d91c12: startup date [Sat Oct 26 16:57:15 CST 2019]; root of context hierarchy 
16:57:24.925 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Detected @ModelAttribute methods in globalController 
16:57:24.959 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
16:57:24.994 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/registration],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.EntranceController.register(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) 
16:57:24.996 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/registration],methods=[GET]}" onto public java.lang.String com.blog.web.EntranceController.registration() 
16:57:24.996 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[GET]}" onto public java.lang.String com.blog.web.EntranceController.login(javax.servlet.http.HttpServletRequest,java.lang.String) 
16:57:24.997 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.EntranceController.login(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,com.blog.model.pojo.business.SimpleLoginData) 
16:57:24.998 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/qq]}" onto public java.lang.String com.blog.web.EntranceController.qqLogin(javax.servlet.http.HttpServletRequest) 
16:57:24.998 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/qqCallback]}" onto public java.lang.String com.blog.web.EntranceController.qqCallback(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String) 
16:57:24.998 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/management/logout],methods=[GET]}" onto public java.lang.String com.blog.web.EntranceController.logout(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String) 
16:57:24.999 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/token/logout],methods=[GET]}" onto public java.lang.String com.blog.web.EntranceController.logout2(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String) 
16:57:25.001 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[application/json || application/x-www-form-urlencoded || multipart/form-data]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.ErrorController.error(javax.servlet.http.HttpServletRequest) 
16:57:25.002 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView com.blog.web.ErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
16:57:25.003 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file]}" onto public java.lang.String com.blog.web.frontend.CloudFileController.file(org.springframework.ui.Model,java.lang.Long) 
16:57:25.003 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file/list]}" onto public com.blog.model.pojo.framework.LayuiTable<com.blog.model.entity.NBCloudFile> com.blog.web.frontend.CloudFileController.cateList(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBCloudFile>,java.lang.Long,java.lang.String) 
16:57:25.006 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/comments || /a/comments],methods=[POST]}" onto public org.springframework.data.domain.Page<com.blog.model.entity.NBComment> com.blog.web.frontend.content.ArticleController.comments(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBComment>,com.blog.model.pojo.bo.CommentQueryBO) 
16:57:25.006 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/{aId} || /a/{aId}]}" onto public java.lang.String com.blog.web.frontend.content.ArticleController.article(java.lang.Long,org.springframework.ui.Model,com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBComment>,com.blog.model.pojo.bo.CommentQueryBO) 
16:57:25.006 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/u/{urlSeq} || /a/u/{urlSeq}]}" onto public java.lang.String com.blog.web.frontend.content.ArticleController.articleByUrl(java.lang.String,org.springframework.ui.Model,com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBComment>,com.blog.model.pojo.bo.CommentQueryBO) 
16:57:25.008 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/approve || /a/approve],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.content.ArticleController.approve(java.lang.Long) 
16:57:25.008 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/token/comment/sub],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.content.CommentController.sub(com.blog.model.entity.NBComment,org.springframework.validation.BindingResult,javax.servlet.http.HttpServletRequest) 
16:57:25.009 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/msg]}" onto public java.lang.String com.blog.web.frontend.content.MessageController.index(org.springframework.ui.Model,com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBMessage>,com.blog.model.pojo.bo.MessageQueryBO) 
16:57:25.010 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/msg/lists],methods=[POST]}" onto public org.springframework.data.domain.Page<com.blog.model.entity.NBMessage> com.blog.web.frontend.content.MessageController.comments(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBMessage>,com.blog.model.pojo.bo.MessageQueryBO) 
16:57:25.010 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/token/msg/sub],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.content.MessageController.sub(com.blog.model.entity.NBMessage,org.springframework.validation.BindingResult,javax.servlet.http.HttpServletRequest) 
16:57:25.011 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/note],methods=[GET]}" onto public java.lang.String com.blog.web.frontend.content.NoteController.index(org.springframework.ui.Model) 
16:57:25.012 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/note/next],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.content.NoteController.next(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBNote>,java.lang.String,java.lang.String) 
16:57:25.012 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[ || /index]}" onto public java.lang.String com.blog.web.frontend.IndexController.index(org.springframework.ui.Model) 
16:57:25.012 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/next || /index/next]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.IndexController.nextPageArticle(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBArticle>,com.blog.model.pojo.bo.ArticleQueryBO) 
16:57:25.013 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/profile]}" onto public java.lang.String com.blog.web.frontend.ProfileController.profile(org.springframework.ui.Model) 
16:57:25.013 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/project/next],methods=[POST]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.frontend.ProjectController.next(com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBNote>,java.lang.Long) 
16:57:25.014 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/project]}" onto public java.lang.String com.blog.web.frontend.ProjectController.project(org.springframework.ui.Model,com.blog.model.pojo.framework.Pagination<com.blog.model.entity.NBProject>,java.lang.Long) 
16:57:25.014 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tag/all],methods=[GET]}" onto public java.util.List<com.blog.model.entity.NBTag> com.blog.web.frontend.TagController.tagsList() 
16:57:25.015 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/init]}" onto public java.lang.String com.blog.web.InitController.init() 
16:57:25.015 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/font/list]}" onto public java.lang.String com.blog.web.InitController.b(javax.servlet.http.HttpServletRequest) 
16:57:25.015 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/init/submit]}" onto public com.blog.model.pojo.framework.NBR com.blog.web.InitController.initSubmit(javax.servlet.http.HttpServletRequest,java.lang.String,java.lang.String,java.lang.String) 
16:57:25.016 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/image/code]}" onto public org.springframework.web.servlet.ModelAndView com.blog.web.KaptchaController.kaptcha(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException 
